,10C1,10C10,10C2,10C3,10C4,10C5,10C6,10C7,10C8,10C9,10CPo,10CPr,10N1,10N10,10N2,10N3,10N4,10N5,10N7,10N8,10N9,10NPo,10NPr,6C1,6C2,6C3,6C4,6C5,6C8,6C9,6CPo,6CPr,6N1,6N10,6N2,6N3,6N4,6N5,6N6,6N7,6N8,6N9,6NPo,6NPr,8C1,8C10,8C2,8C3,8C4,8C5,8C7,8C8,8C9,8CPo,8CPr,8N1,8N10,8N2,8N3,8N4,8N5,8N6,8N7,8N8,8N9,8NPo,8NPr,9C1,9C10,9C2,9C3,9C4,9C5,9C6,9C7,9C8,9C9,9CPo,9CPr,9N1,9N10,9N2,9N3,9N4,9N5,9N6,9N7,9N8,9N9,9NPo,9NPr
10CPo,0.382796705,0.438025216,0.41636891,0.331053182,0.41956037700000004,0.411971091,0.411951912,0.42156272100000003,0.449349369,0.42417089799999996,0.0,0.007221750318063614,0.49643901900000004,0.41909915,0.341891875,0.48931242900000005,0.37251052199999996,0.497148224,0.55580664,0.49867180200000005,0.47558126600000006,0.0036604080000000104,0.03377381800000001,0.5856821999999999,0.437188216,0.466872512,0.454407609,0.491956547,0.6194879719701911,0.567416346,0.002872097999999999,0.024113309000000006,0.34049285100000004,0.40313655166991075,0.499769716,0.438897075,0.4306165580000001,0.464465161,0.38189553600000004,0.41007386900000004,0.420896633,0.38835593600000007,0.0027970570000000064,0.0013152539999999875,0.44097086,0.5262500560000001,0.44157670400000004,0.326097839,0.394868745,0.437606323,0.4801532070000001,0.508016923,0.42047145900000005,0.0011197540000000097,0.004387349000000001,0.417514285,0.374159639,0.46861092500000007,0.4558583470000001,0.473282425,0.435801754,0.448139453,0.425390711,0.371232001,0.376714624,0.007711048999999995,0.028116247000000007,0.31611477499999996,0.46680510999999997,0.44947942500000004,0.47423248599999995,0.36641758,0.36670588099999996,0.33166553099999996,0.425068993,0.32562819099999996,0.422920103,0.0018178150000000026,0.037386186,0.388183733,0.32319379699999995,0.42754952700000004,0.346358229,0.296810802,0.277112077,0.32044429700000004,0.44694490500000006,0.30235172600000004,0.39035230899999995,0.004951160007800788,0.014728291000000004
10CPr,0.37981615880116015,0.43503448504420883,0.4132831320288058,0.3287937262124425,0.416160286859972,0.4086190192172435,0.4094111158131626,0.41823951756051214,0.4441162867587517,0.41979543430206046,0.007221750318063614,0.0,0.4922645743506701,0.41529482376715343,0.33838279858911785,0.48608697761212244,0.36962187291658327,0.49347232056091217,0.5528215141584316,0.4953809999995999,0.470358247865173,0.006576554395279051,0.030788958696139228,0.580262504944989,0.43347729446809363,0.46343598598879776,0.4511499653464693,0.4884466148439688,0.6137616066783429,0.5624949324236848,0.005971480696139241,0.02207253190098019,0.3369954021734347,0.39816181158444985,0.4959519134626925,0.4354099577293459,0.426890547309862,0.45946311513482696,0.378191820679736,0.40613783306081214,0.4181370715365073,0.38445272413762754,0.005954096727145421,0.007531603555911183,0.4370542847341468,0.5225513945645129,0.43752643870094016,0.32276125760892177,0.3916990089607921,0.43434714693318666,0.47531316533966794,0.5042925280722145,0.4171195723366673,0.00671488983516704,0.006375840169033817,0.4125905541982397,0.370251174679936,0.46564560354770956,0.4528756958709742,0.4695872236213243,0.4328152914130826,0.44469559603060616,0.4213943785623125,0.3680457713756752,0.37353443593638724,0.005916719862972602,0.025186283347269446,0.3119977765331066,0.46356044590838164,0.4460284977077415,0.4702011971118223,0.36349569004600923,0.36303542522564514,0.32694252474674934,0.41937607063112625,0.32220864369093816,0.4199420428215643,0.006499316259451887,0.03283622464892979,0.38490670131446286,0.31983328575295056,0.42363580194498895,0.34338256818663726,0.29399181969553906,0.2741753008511702,0.31762943670714144,0.4437955203726745,0.29884527874934985,0.38724405037547505,0.005815525955776217,0.012593242114222835
10N1,0.36229579,0.378132671,0.42993067900000004,0.38207575699999996,0.39655783,0.33580370400000004,0.383530153,0.40288135599999997,0.364858752,0.343161177,0.49643901900000004,0.4922645743506701,0.0,0.39370505699999997,0.3790491,0.41931390999999996,0.380329963,0.29431118700000003,0.37016882900000003,0.421702895,0.31842361900000005,0.494825837,0.474908953,0.334297647,0.290890891,0.401629703,0.38089332600000003,0.238486288,0.3606046135071521,0.247110993,0.494461811,0.487035184,0.353789434,0.2794298080496639,0.453742705,0.32177493999999995,0.337666997,0.3814123,0.359110277,0.2925182,0.348170388,0.314263999,0.495347026,0.496578189,0.317663797,0.40758247699999994,0.35866873499999996,0.339494568,0.375922748,0.38056973399999994,0.31317064,0.345924118,0.34143124199999997,0.49607904300000005,0.494667966,0.34433035600000006,0.379723606,0.39974159400000003,0.39161765000000004,0.302677342,0.375924507,0.358326308,0.3890425740000001,0.42245262000000006,0.409498897,0.49196266599999994,0.47928538200000004,0.342303656,0.294140351,0.376705082,0.330577067,0.362946765,0.354134456,0.36294636199999997,0.25699632800000005,0.37234393,0.39819706599999993,0.49576637200000007,0.471683085,0.304515284,0.362957274,0.35355443799999997,0.350726784,0.321014491,0.375476468,0.412584,0.37410097200000003,0.36426274299999994,0.378777266,0.4935318748517852,0.488872874
10N10,0.223048721,0.221257796,0.197469616,0.259673122,0.203218329,0.212264831,0.167244332,0.19198747900000002,0.247724413,0.17903641200000003,0.41909915,0.41529482376715343,0.39370505699999997,0.0,0.23600028499999998,0.269735289,0.22980017800000002,0.25197270400000005,0.31485848,0.25492547599999993,0.292819426,0.418610476,0.40964078800000003,0.47622517200000003,0.252256758,0.24665422,0.215869005,0.330193803,0.5675067784551365,0.431398406,0.41739605199999996,0.4167364870000001,0.244476327,0.35555366964161733,0.224225394,0.21891956699999998,0.188154292,0.21825608700000002,0.221934824,0.340488001,0.233536117,0.24397623999999998,0.418242695,0.419528904,0.299698734,0.284946538,0.191284866,0.286818201,0.233716661,0.203965687,0.28066415899999997,0.28128837900000003,0.239132951,0.418783154,0.418448233,0.34783473499999995,0.168585427,0.22966513300000002,0.199592487,0.27545345899999996,0.149155006,0.20159415500000002,0.20591224500000002,0.25809747899999996,0.25616041,0.41636230100000005,0.409325633,0.242773283,0.286171626,0.24907823499999998,0.314057026,0.279624994,0.224878015,0.263970189,0.290424595,0.260750083,0.223181101,0.418753583,0.40275805400000003,0.294186907,0.277273765,0.252696433,0.257049349,0.280544514,0.287480083,0.3985722710000001,0.185265975,0.292406716,0.22214209299999998,0.4175762649444944,0.419353779
10N2,0.19499012799999998,0.211174443,0.19574826700000003,0.108863409,0.289135194,0.21056369000000003,0.181880129,0.22835689,0.282005846,0.23047529100000003,0.341891875,0.33838279858911785,0.3790491,0.23600028499999998,0.0,0.31141435399999995,0.263780813,0.26266920699999996,0.378703047,0.331073537,0.31392391099999994,0.34161253299999994,0.3340406510000001,0.44390253700000004,0.23659520300000003,0.288867747,0.24844248800000002,0.329991798,0.559080249223467,0.419902891,0.339807337,0.33678304000000003,0.12061850000000002,0.288713934223638,0.311615961,0.23438570200000003,0.232528559,0.284784594,0.161953301,0.266921256,0.192575182,0.18536339300000002,0.34067198600000004,0.342431205,0.315352731,0.381504881,0.20876648499999997,0.12080790799999999,0.22439291000000003,0.25540721200000005,0.283435554,0.350282184,0.205884454,0.341487305,0.341018312,0.24508472399999998,0.164550788,0.263117642,0.24846758199999996,0.25005342999999997,0.19501687700000003,0.234024948,0.202670954,0.163254076,0.185311375,0.338734336,0.33399900200000004,0.144953792,0.308660481,0.278324954,0.325902541,0.180295113,0.19569974599999998,0.2126056,0.26291029000000005,0.132309782,0.210668888,0.34122364400000005,0.327084549,0.207943294,0.15694905199999998,0.24441787399999998,0.150406512,0.179967091,0.17528002599999998,0.26957036399999995,0.26300757799999996,0.16728820700000002,0.18056364599999997,0.3399155254048405,0.340188924
10N3,0.28587001,0.237197479,0.316327377,0.322751475,0.248007024,0.251184728,0.26005978500000004,0.22934827600000002,0.29154152600000005,0.210359501,0.48931242900000005,0.48608697761212244,0.41931390999999996,0.269735289,0.31141435399999995,0.0,0.275501129,0.335434165,0.308927057,0.27901416300000004,0.294365647,0.488048619,0.47556554900000003,0.472075511,0.262418661,0.22949962899999998,0.27061271,0.32133332400000003,0.5650297644706412,0.416999875,0.487598053,0.48065032799999996,0.331853916,0.378124791478178,0.265339385,0.27359499600000003,0.20965650100000002,0.256419614,0.261288485,0.352199586,0.28760221599999997,0.285343937,0.48852332,0.48958023900000003,0.274580651,0.317965763,0.230976975,0.32380788200000005,0.30264652200000003,0.23565376600000001,0.328346778,0.25949053599999994,0.260460596,0.489084097,0.487594376,0.36737410400000003,0.284819786,0.223107808,0.22277305799999997,0.30142072999999997,0.22345022099999998,0.20898751399999999,0.238722726,0.340519782,0.336928015,0.486626506,0.477260328,0.284176938,0.304716923,0.293003622,0.29788297900000005,0.288347351,0.29378915800000005,0.329420784,0.30434045200000004,0.336013066,0.28706084200000004,0.48873479200000003,0.469961579,0.32624409200000004,0.328637698,0.216597192,0.298208016,0.330737065,0.335513398,0.44506297800000005,0.280834472,0.333298003,0.25194298,0.4877172262027203,0.48155398000000005
10N4,0.23144472700000002,0.24135352999999998,0.262651918,0.27411272799999997,0.224946425,0.220190583,0.24751411799999998,0.24673980899999998,0.274964517,0.224578978,0.37251052199999996,0.36962187291658327,0.380329963,0.22980017800000002,0.263780813,0.275501129,0.0,0.32575665000000004,0.362860576,0.288258948,0.286196326,0.372464982,0.363011058,0.48130319200000005,0.25850650199999997,0.25371756600000006,0.247195567,0.310148677,0.5750408165153547,0.439240346,0.37092373399999995,0.369970079,0.259471435,0.34150274312531353,0.31615035,0.227696535,0.22554559799999999,0.24449021700000004,0.23259658199999994,0.27582889699999996,0.27470018099999993,0.25003048,0.37219006500000007,0.37306394,0.266929676,0.34828181199999997,0.250031762,0.283296613,0.229017031,0.261642493,0.33486461700000003,0.304590725,0.249700549,0.37229086,0.372409945,0.346836629,0.23655134700000002,0.257330733,0.23901572899999995,0.29549873099999996,0.23531285,0.23905136700000001,0.23143225700000003,0.271054787,0.270529896,0.370542845,0.3638336790000001,0.221434635,0.276374434,0.268859305,0.298468996,0.26105554599999997,0.252577061,0.213103569,0.256617847,0.257522791,0.257358195,0.37226263699999995,0.35743498799999995,0.291844993,0.271400965,0.237848453,0.261005361,0.23756872,0.289247049,0.392497601,0.256336721,0.29469536799999996,0.233942845,0.3718452052915292,0.373145671
10N5,0.275055093,0.261037152,0.261008102,0.31238594,0.33605608100000006,0.278955109,0.23360928200000003,0.269122859,0.33161208500000006,0.25495395,0.497148224,0.49347232056091217,0.29431118700000003,0.25197270400000005,0.26266920699999996,0.335434165,0.32575665000000004,0.0,0.26997984799999997,0.360370006,0.28339818,0.496749074,0.48112372000000003,0.361373,0.18418218600000003,0.327428828,0.257342075,0.248281573,0.45955003565029506,0.30738498799999997,0.495222858,0.492840969,0.278625205,0.32508000960248823,0.318538376,0.241973485,0.28993053599999996,0.309693267,0.26109048199999996,0.332127159,0.225823769,0.253718618,0.496384271,0.497715076,0.301632032,0.34481824400000005,0.24895443,0.300158909,0.29192537100000004,0.31808364899999997,0.230150513,0.27401411099999995,0.241402611,0.496697696,0.49662986299999995,0.32873989299999995,0.244696211,0.257261007,0.275194933,0.170433263,0.20747381800000003,0.230808913,0.27195499500000003,0.30247326700000005,0.306348714,0.49384963299999995,0.48317591699999995,0.298097965,0.260736214,0.284385251,0.332699892,0.29530926599999996,0.249381537,0.325460231,0.236218269,0.310986581,0.292761859,0.496491217,0.480500488,0.22599788299999998,0.30995527300000003,0.26987579500000003,0.266801445,0.33414634,0.33715674500000004,0.44486438700000003,0.264282595,0.306135366,0.264328837,0.4953545241312131,0.496104423
10N7,0.35284739900000006,0.263862132,0.371306512,0.40713079399999996,0.210903891,0.312827481,0.3099760100000001,0.26722899099999997,0.33444361100000003,0.29658048000000004,0.55580664,0.5528215141584316,0.37016882900000003,0.31485848,0.378703047,0.308927057,0.362860576,0.26997984799999997,0.0,0.38431989,0.354980942,0.5554748119999999,0.542560232,0.350917424,0.25436606,0.268116226,0.32815885499999997,0.293145867,0.4901037011265379,0.34621346799999997,0.5537013099999999,0.550766933,0.375111635,0.40222603738798035,0.206899254,0.310760569,0.272856294,0.306415753,0.33042989,0.40333685099999994,0.327946761,0.32895896599999996,0.555364671,0.556294914,0.306461702,0.316970604,0.307422652,0.39894475100000004,0.359920087,0.243489617,0.328924965,0.141669559,0.296302709,0.555499968,0.555763953,0.43383677699999995,0.338219491,0.203061539,0.233430303,0.26682300299999995,0.281749078,0.236213225,0.305475037,0.419352917,0.39853770600000005,0.5532269089999999,0.544871407,0.383789097,0.304757988,0.32729383300000003,0.36997099599999994,0.37516943,0.381056491,0.39164332700000004,0.31806307899999997,0.415639729,0.365559791,0.5553431990000001,0.5409519059999999,0.314672065,0.381914003,0.281397041,0.354908405,0.41408833600000006,0.41908357099999993,0.5077290229999999,0.329020415,0.415363888,0.32290854699999993,0.554610710320232,0.5555650310000001
10N8,0.294376475,0.285709208,0.324903194,0.334707106,0.275800815,0.295084879,0.285535892,0.292130561,0.30475278100000003,0.278250668,0.49867180200000005,0.4953809999995999,0.421702895,0.25492547599999993,0.331073537,0.27901416300000004,0.288258948,0.360370006,0.38431989,0.0,0.27448031800000006,0.4970921,0.484375812,0.534883008,0.30172776,0.29823764,0.307042423,0.36906696699999997,0.6173290825217566,0.43713216199999994,0.4966831119999999,0.488577503,0.309680893,0.4100729753867764,0.33986682599999996,0.28948104100000005,0.238342534,0.310816275,0.285812688,0.38470570700000006,0.312670403,0.29524709400000004,0.497841077,0.49894780800000005,0.317297406,0.25242413799999996,0.22203135800000004,0.345291079,0.302579923,0.255627061,0.369473045,0.34170373499999995,0.267480587,0.498458924,0.49713309100000014,0.275184569,0.28159276899999997,0.30374123099999994,0.278868227,0.334755499,0.26172543200000004,0.258775717,0.274323491,0.343230943,0.33832231799999996,0.495546037,0.486378391,0.31812330099999997,0.294222494,0.326212259,0.268827238,0.315896744,0.325721509,0.329380059,0.330689499,0.335983617,0.24751993700000002,0.498001179,0.48123955599999996,0.346165265,0.35723914700000003,0.318087467,0.332963699,0.352221946,0.369223685,0.477070953,0.269324621,0.36670705,0.286128955,0.496639403340134,0.49042954699999997
10N9,0.24888525900000003,0.27872358399999997,0.335003932,0.31368889,0.293632449,0.255622559,0.268767698,0.28610693900000006,0.23380241699999998,0.22139822799999997,0.47558126600000006,0.470358247865173,0.31842361900000005,0.292819426,0.31392391099999994,0.294365647,0.286196326,0.28339818,0.354980942,0.27448031800000006,0.0,0.47378803799999997,0.455157276,0.436147666,0.252798952,0.281065924,0.29886105100000004,0.300627285,0.5002685709624888,0.32785518399999997,0.473654986,0.465058705,0.286522515,0.30595359294832947,0.334658144,0.245836039,0.233636974,0.280363507,0.25626563599999996,0.304971289,0.264240393,0.256079028,0.47448555500000006,0.475885792,0.22584382600000003,0.289781818,0.23428468800000002,0.305399431,0.299371641,0.265623573,0.304922081,0.301708727,0.239505271,0.47532776799999993,0.473683209,0.273375315,0.283505891,0.290488377,0.274522441,0.285316941,0.28187824,0.23554131099999998,0.27203230500000003,0.34358560499999996,0.333672436,0.4715527030000001,0.4581263630000001,0.276162475,0.26399777599999996,0.283872123,0.264748078,0.301412154,0.273345413,0.298987733,0.232291217,0.322330297,0.255844587,0.474839291,0.452489038,0.30393116899999995,0.31419149700000004,0.23946138900000002,0.291483579,0.306709636,0.33097945900000003,0.418225443,0.261062731,0.34042059599999996,0.285150337,0.47298149975777576,0.466638559
10NPo,0.381514919,0.437928176,0.416073308,0.33038001199999995,0.419168725,0.41133914099999996,0.411974404,0.421176741,0.447921127,0.423331254,0.0036604080000000104,0.006576554395279051,0.494825837,0.418610476,0.34161253299999994,0.488048619,0.372464982,0.496749074,0.5554748119999999,0.4970921,0.47378803799999997,0.0,0.03198651799999999,0.5851155459999999,0.436878412,0.46564455000000005,0.45424039299999996,0.491698455,0.6175628878607583,0.565602584,0.0031019380000000085,0.02249887299999999,0.339880733,0.4013211802355774,0.49911094399999995,0.43836827300000003,0.4291703079999999,0.46396829500000003,0.38047477799999996,0.409387409,0.420530953,0.3878101500000001,0.0031885869999999953,0.0037418900000000003,0.43941783799999995,0.5247681099999999,0.439819866,0.325092905,0.393747305,0.43565862899999996,0.479264099,0.507172671,0.41898866299999993,0.0037038520000000187,0.0032701789999999837,0.4158629489999999,0.373884653,0.46870165500000005,0.455767791,0.47169850300000005,0.435706092,0.44762359099999993,0.42361820299999997,0.37117341300000006,0.37658315800000003,0.0067612369999999825,0.026367040999999983,0.31533140899999995,0.465215818,0.449315935,0.47247601399999994,0.36636616199999994,0.36542526900000005,0.33120684300000003,0.423442653,0.32561916699999993,0.42188247499999987,0.0031066630000000078,0.03577071199999998,0.387832353,0.32268760099999994,0.4262748309999999,0.346450103,0.29660483,0.276187509,0.320348979,0.44565089300000005,0.30153583000000006,0.390363023,0.0037091187644764396,0.012927682999999988
10NPr,0.369615079,0.428587444,0.410168722,0.32578960999999995,0.406392415,0.399313319,0.40720551599999993,0.417784425,0.43553184899999997,0.408912934,0.03377381800000001,0.030788958696139228,0.474908953,0.40964078800000003,0.3340406510000001,0.47556554900000003,0.363011058,0.48112372000000003,0.542560232,0.484375812,0.455157276,0.03198651799999999,0.0,0.5653472740000001,0.42361966599999995,0.453467108,0.441007463,0.477665483,0.5900845066375913,0.540963284,0.03253561800000001,0.027669325000000005,0.3282941749999999,0.37988917174515896,0.48497777799999997,0.41898947099999995,0.412123692,0.447770419,0.365288328,0.39175090700000004,0.40842687699999997,0.370041116,0.03251369700000001,0.033926012000000005,0.423280812,0.509015172,0.42357641199999996,0.312208221,0.38151945700000006,0.428993743,0.46159628100000005,0.494021445,0.406376461,0.033244220000000005,0.031366613000000015,0.401406989,0.363394027,0.459239365,0.444397661,0.455688475,0.42546661399999997,0.43241570300000004,0.407401129,0.36377453499999995,0.365233256,0.028669051000000008,0.014136001000000006,0.30657159500000003,0.4508126,0.43647842899999995,0.45385149799999996,0.355253114,0.35147764699999995,0.319296135,0.40289667300000004,0.3151986809999999,0.415055343,0.03284410500000001,0.02656277200000001,0.37322680499999994,0.317024819,0.41071399699999994,0.33647258900000004,0.285528522,0.272530165,0.31952861299999996,0.431477483,0.290658492,0.379991865,0.030279258541054108,0.028956849000000007
6C1,0.457983901,0.443789078,0.4991278820000001,0.473369656,0.4509686829999999,0.461166273,0.46010655199999995,0.46005478099999997,0.47415242699999993,0.44611194,0.5856821999999999,0.580262504944989,0.334297647,0.47622517200000003,0.44390253700000004,0.472075511,0.48130319200000005,0.361373,0.350917424,0.534883008,0.436147666,0.5851155459999999,0.5653472740000001,0.0,0.367139886,0.467078912,0.441982025,0.358633321,0.28032863175212563,0.2514337,0.583386316,0.578677569,0.44208506899999994,0.43932736490217716,0.4822643039999999,0.43629081700000005,0.445606324,0.48462097699999995,0.44821024400000004,0.448091409,0.44234368299999993,0.41759657,0.584609023,0.5862397939999999,0.404698206,0.458419738,0.4502002239999999,0.44710737500000003,0.468317473,0.481542709,0.38016140899999995,0.377151527,0.423975567,0.5850917039999999,0.584484145,0.461784369,0.45492194099999994,0.420887527,0.461876883,0.357589749,0.44236157,0.428562689,0.465133641,0.49392775899999997,0.476841116,0.581248847,0.5680577929999999,0.440391241,0.41964485199999996,0.435727237,0.46042155400000007,0.438418956,0.447886091,0.43872722500000005,0.37157400500000004,0.45847319499999994,0.498194955,0.584861369,0.560072042,0.371795493,0.446818357,0.42998072099999995,0.411116543,0.46486880999999997,0.45839083500000005,0.533055725,0.422379057,0.45478963399999994,0.444851593,0.583422206209421,0.5835919629999999
6C2,0.20964127499999996,0.188152162,0.25059810800000004,0.253907306,0.260480057,0.225459413,0.206764018,0.19533189899999998,0.283421915,0.185964022,0.437188216,0.43347729446809363,0.290890891,0.252256758,0.23659520300000003,0.262418661,0.25850650199999997,0.18418218600000003,0.25436606,0.30172776,0.252798952,0.436878412,0.42361966599999995,0.367139886,0.0,0.263667864,0.257728489,0.235271541,0.4626686481282385,0.338353102,0.4348905820000001,0.431840813,0.22189467700000004,0.280972691535467,0.30076408600000004,0.241300747,0.22699905399999998,0.266419273,0.19958412,0.28999944499999997,0.180155065,0.21057032,0.436607055,0.43786353,0.23248486000000002,0.31736823399999997,0.197872006,0.22957086300000001,0.25597259899999997,0.24551494699999998,0.235543993,0.21058072700000002,0.179425951,0.436798806,0.436663207,0.26411543699999995,0.21900843900000003,0.194452497,0.21422720699999998,0.173914183,0.18873079,0.160916299,0.223315299,0.284419319,0.293858206,0.43405377300000003,0.425187149,0.241591467,0.220954702,0.245027861,0.285633156,0.253725726,0.27785979899999996,0.279025587,0.181309593,0.261938067,0.250604145,0.436497965,0.42118924599999996,0.200070743,0.286112767,0.19025854099999998,0.24512879899999998,0.277378026,0.27369656499999995,0.39063474100000006,0.23992014700000003,0.26517037,0.186997311,0.43552306071207125,0.436173291
6C3,0.23033419900000002,0.21380353400000002,0.275113356,0.2961359579999999,0.226943471,0.201303271,0.217740912,0.170156015,0.24789838699999997,0.185596802,0.466872512,0.46343598598879776,0.401629703,0.24665422,0.288867747,0.22949962899999998,0.25371756600000006,0.327428828,0.268116226,0.29823764,0.281065924,0.46564455000000005,0.453467108,0.467078912,0.263667864,0.0,0.265804933,0.313289087,0.5478368532255677,0.395568202,0.46481916199999995,0.45812260299999996,0.31160359700000007,0.35170952500752484,0.221095806,0.231741267,0.18423323600000002,0.190615853,0.19107598399999998,0.322848567,0.24301853100000004,0.25611932,0.46606422100000006,0.467263914,0.25872535,0.324787808,0.21336034799999998,0.30759542100000004,0.31023575699999995,0.17599803299999997,0.36666167299999997,0.238922193,0.235020505,0.46645771599999997,0.46502451300000003,0.368247185,0.242094343,0.18083085699999998,0.15866057499999997,0.30733586700000004,0.24048609199999998,0.199528155,0.19399608299999999,0.32862574099999997,0.34379120399999996,0.4632601970000001,0.45591655899999994,0.253148151,0.297302304,0.285203075,0.30031326999999997,0.30092271400000004,0.28580689299999995,0.318693183,0.28378412500000005,0.315887967,0.24493010499999998,0.46597321300000005,0.44292035,0.319600153,0.28346269100000004,0.199826921,0.300877469,0.298357712,0.313345099,0.412403467,0.274756895,0.33683420199999997,0.20620607300000002,0.46458345834763476,0.45809420300000003
6C4,0.275069412,0.245850597,0.22639968500000002,0.287073267,0.289940956,0.258027464,0.207406963,0.273575886,0.277648636,0.23987922500000003,0.454407609,0.4511499653464693,0.38089332600000003,0.215869005,0.24844248800000002,0.27061271,0.247195567,0.257342075,0.32815885499999997,0.307042423,0.29886105100000004,0.45424039299999996,0.441007463,0.441982025,0.257728489,0.265804933,0.0,0.30377747400000005,0.5524512920779233,0.405636923,0.452141947,0.44839176599999997,0.265866494,0.3445782974880104,0.298747259,0.22315664,0.24241849899999998,0.24647144799999998,0.250187819,0.27217495799999997,0.225815412,0.235686885,0.45384828200000005,0.45500989900000005,0.277551419,0.32190704299999995,0.222213411,0.27317637,0.281638556,0.282427482,0.26597051800000004,0.310639278,0.245633828,0.45393560099999997,0.45381323600000006,0.32941360199999997,0.231594186,0.25435077,0.23565064,0.26569440200000005,0.203314417,0.24720288599999998,0.256216866,0.29411593199999997,0.30119452700000005,0.451205114,0.4429376180000001,0.250026246,0.291087235,0.26825924999999995,0.30670331900000003,0.284971289,0.237076256,0.2972854260000001,0.266452424,0.27721177799999996,0.29156244200000003,0.4536960480000001,0.43853483699999996,0.279399028,0.26436692599999995,0.241239124,0.256352026,0.298216171,0.304588982,0.40848152000000004,0.20501073,0.291100875,0.234596888,0.45286621529822985,0.4534734
6C5,0.311562478,0.275016723,0.372637683,0.33482025699999995,0.30780440600000003,0.25610530200000003,0.293082579,0.311526624,0.314498184,0.26619502899999997,0.491956547,0.4884466148439688,0.238486288,0.330193803,0.329991798,0.32133332400000003,0.310148677,0.248281573,0.293145867,0.36906696699999997,0.300627285,0.491698455,0.477665483,0.358633321,0.235271541,0.313289087,0.30377747400000005,0.0,0.4391882546865059,0.274669689,0.48971089700000003,0.486272416,0.339393548,0.25803136394873083,0.36757535100000005,0.24823134599999996,0.276735121,0.29459126,0.29394196100000003,0.256922026,0.30821254600000003,0.23685358899999998,0.49140899600000004,0.492646609,0.273118091,0.34356956299999997,0.310109421,0.318151328,0.307954626,0.31886830999999993,0.287155412,0.257253224,0.275737346,0.491639403,0.49148759999999997,0.35171038,0.32501179999999996,0.30159615,0.27106431799999997,0.21827192999999998,0.271895403,0.270203698,0.30951463999999995,0.370465288,0.36008215099999996,0.48889023600000003,0.48029268599999997,0.29946111,0.259326163,0.318495632,0.292748269,0.296684881,0.33303363399999997,0.324786748,0.228138044,0.349220832,0.355447498,0.49130189799999996,0.47498709100000003,0.24765432599999998,0.33806268399999995,0.278764452,0.30106565399999996,0.299989989,0.36431197400000004,0.37866078400000003,0.340683964,0.354023611,0.293912264,0.49048367151005096,0.491173924
6C8,0.5644599490532161,0.5585603457661299,0.6119919739501851,0.5667933065187556,0.573303977150045,0.5633002757696308,0.5682538188574573,0.5709662167047114,0.5673197136535961,0.5127419390387116,0.6194879719701911,0.6137616066783429,0.3606046135071521,0.5675067784551365,0.559080249223467,0.5650297644706412,0.5750408165153547,0.45955003565029506,0.4901037011265379,0.6173290825217566,0.5002685709624888,0.6175628878607583,0.5900845066375913,0.28032863175212563,0.4626686481282385,0.5478368532255677,0.5524512920779233,0.4391882546865059,0.0,0.2749227325889767,0.6174344721414424,0.6087073685750726,0.5432796775625688,0.4744385422156194,0.5727697264949485,0.5178103033861159,0.5437752172723818,0.5596943945030509,0.5428640768096429,0.5065223788189457,0.5361220160251075,0.523170593279784,0.617923382140142,0.6197044497737321,0.4755016287920376,0.5471252344141242,0.5569391137963389,0.5286482781477443,0.5683735348941682,0.5726371772784835,0.4885037929089727,0.4812770561789537,0.5244457214739422,0.61888383319996,0.6165270358182455,0.5155815671462438,0.5573015933108934,0.5335777134271281,0.5705526477124137,0.47637087735750727,0.5528657840062019,0.5246249109937982,0.5604280518560568,0.6039701276129839,0.5923483873954187,0.613297949079624,0.5957700711798539,0.5261743383550065,0.49685563732459737,0.5517901443852156,0.5250850364591377,0.5396551610039012,0.5247737123944183,0.5427142301229368,0.4466036447943383,0.5538394538258478,0.5975948970094028,0.6183437264844454,0.5924226184593379,0.4724406188485546,0.5354071683450035,0.5122582282909873,0.5273936300427128,0.5495084468256477,0.5337851773543063,0.5840777692976893,0.5539269269311793,0.5229087119273782,0.5535336283017905,0.6157710116776407,0.6099005116115834
6C9,0.42016248300000003,0.41811336599999993,0.46955314200000003,0.433649226,0.43999383699999994,0.39771511299999995,0.40615485799999995,0.438612935,0.410370757,0.38278651199999997,0.567416346,0.5624949324236848,0.247110993,0.431398406,0.419902891,0.416999875,0.439240346,0.30738498799999997,0.34621346799999997,0.43713216199999994,0.32785518399999997,0.565602584,0.540963284,0.2514337,0.338353102,0.395568202,0.405636923,0.274669689,0.2749227325889767,0.0,0.565211878,0.555979191,0.416599735,0.3845397833777466,0.42984800199999995,0.35727644300000005,0.387718448,0.414657385,0.401011306,0.387360277,0.397686779,0.377946248,0.565981255,0.567631534,0.33425683400000006,0.361114498,0.38645464799999996,0.415097987,0.448054861,0.418949315,0.352611361,0.355356779,0.387501205,0.5668726660000001,0.564824215,0.383984369,0.406553885,0.382899203,0.409460233,0.32470798100000003,0.405522516,0.391747757,0.41646737899999997,0.47143553699999996,0.44681823400000004,0.561649609,0.545982307,0.400314271,0.352128456,0.40407635099999994,0.356353726,0.412939742,0.376649395,0.411561455,0.310105637,0.439920553,0.41322600499999995,0.5663946329999999,0.538626116,0.34646986300000004,0.397687907,0.38123509899999997,0.389084099,0.416408032,0.439441517,0.505084785,0.399980217,0.44371818599999996,0.412195611,0.5638116985760575,0.558212513
